,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chr
AC002368.1,0.01589734,-0.09387359889913253,4.007659642763034,-0.02342354572665569,0.9813124233831325,,
AC002377.1,1.61598,1.6294788336805195,1.1704824765446993,1.3921428695718638,0.16387913878068983,,
AC002378.1,0.02514538,-0.6044977218356543,3.93946713605692,-0.1534465705533735,0.8780461217221956,,
AC002383.1,0.0,,,,,,
AC002398.1,0.31740826,-0.7056448747444899,1.5565892770227172,-0.45332759589233085,0.6503128644584559,,
AC002398.2,0.034476567,-0.593602826144654,3.939163290879023,-0.1506926172670013,0.8802181972959603,,
AC002401.1,0.014401483,-0.6617766770580904,3.9438966894751113,-0.16779767046741922,0.8667424552134286,,
AC002401.2,0.036422633,0.14993918253401503,3.98236890416796,0.037650751636064704,0.9699661426292924,,
AC002401.3,0.017107666,-0.14469624292186659,4.008421019862498,-0.03609806509966614,0.9712041651507712,,
AC002407.1,0.028217401,0.21401753533762072,3.982763403499907,0.05373594001329577,0.9571455481659501,,
AC002429.2,1.7981755,-1.4508226859967124,0.9681996115987824,-1.4984747655506463,0.1340099440795158,,
AC002451.1,3.3474393,-1.0295947022407828,0.5050951100459308,-2.038417481703905,0.041508199463988565,0.308235075710883,
AC002454.1,0.14241849,-0.696355762293528,2.5145731856080014,-0.27692801556903396,0.7818353802193618,,
AC002456.1,0.028217401,0.21401753533762072,3.982763403499907,0.05373594001329577,0.9571455481659501,,
AC002458.1,0.115556486,-0.11054046742737321,4.007396771876379,-0.027584108517314337,0.977993856409489,,
AC002460.2,1.0117747,-0.37355405326290547,0.9746619094643808,-0.38326526320105164,0.7015230923689102,,
AC002463.1,6.1645455,-0.9283387623745711,0.40780237840597694,-2.276442736806179,0.022819524249805642,0.2255882791567362,
AC002465.1,0.017107666,-0.14469624292186659,4.008421019862498,-0.03609806509966614,0.9712041651507712,,
AC002465.2,0.0,,,,,,
AC002467.1,0.028802967,-1.0054897222736965,3.9178714778291366,-0.25664183421116993,0.7974552773044191,,
AC002470.1,0.03267468,-0.5615730174965247,3.9392924594839225,-0.14255682289963692,0.8866401994329577,,
AC002472.1,0.07369741,0.5221341073237316,3.958482585200878,0.13190259047135233,0.8950613396337341,,
AC002480.2,0.12707092,0.5122571610217802,3.1804379518801187,0.16106497557009689,0.8720422254802012,,
AC002546.1,0.8255962,-2.159685196400373,1.006856725072384,-2.1449776742019684,0.03195463206909459,,
AC002550.1,0.11014003,-0.7515425371728388,2.4220562309775118,-0.31029111857965647,0.7563395844356016,,
AC002550.2,0.032369923,0.20169227717743032,3.9821735315535074,0.050648791565531565,0.9596053826436902,,
AC002553.2,0.08344218,0.4481938728220874,1.6279319648193533,0.2753148672720006,0.783074343239361,,
AC002558.2,0.1655624,0.41592173101954094,2.3886998453979027,0.1741205500644464,0.8617707232728278,,
AC002563.1,0.4635686,-1.064813536356941,1.3349443753877432,-0.7976463708816774,0.42507573347328853,,
AC003005.2,0.043098677,0.17403928715612993,3.981745321766804,0.04370929657522751,0.9651361287052121,,
AC003035.1,0.25370607,0.3467989091382984,1.9985618644835728,0.17352423024838967,0.862239383783547,,
AC003035.2,0.17928623,-0.9083447082936706,3.0592664943863332,-0.2969158489332189,0.7665307558284234,,
AC003043.1,0.0,,,,,,
AC003044.1,0.01897793,0.1918341555828587,3.9818792651619517,0.04817678859860067,0.9615753487176434,,
AC003070.1,0.0,,,,,,
AC003077.1,0.113635726,-0.7163843335436578,3.2549512156074134,-0.22009065146924844,0.8258005553619243,,
AC003086.1,0.017107666,-0.14469624292186659,4.008421019862498,-0.03609806509966614,0.9712041651507712,,
AC003092.1,0.0,,,,,,
AC003092.2,0.017107666,-0.14469624292186659,4.008421019862498,-0.03609806509966614,0.9712041651507712,,
AC003093.1,0.031459242,0.18493473942497257,3.981766839777227,0.04644539644499108,0.9629552544003421,,
AC003101.1,0.0,,,,,,
AC003101.2,0.0,,,,,,
AC003102.1,0.2547941,-0.2844935943386639,1.3317203639257096,-0.21362862808526853,0.8308366727398473,,
AC003666.1,0.06738355,-0.30407751956213086,3.9129689047345195,-0.07771018041932572,0.9380585957943224,,
AC003681.1,0.45863333,-1.0124867875726002,1.1504622185235687,-0.8800695679271958,0.37882162381688256,,
AC003682.1,0.71345717,0.6845736365615063,1.3455529204425853,0.5087675305526692,0.6109151810734375,,
AC003684.1,0.0,,,,,,
AC003950.1,0.0,,,,,,
AC003956.1,0.03795586,0.4509267025980887,3.9636210572895414,0.11376635053665995,0.9094230137447905,,
AC003958.2,0.0,,,,,,
AC003965.1,0.01897793,0.1918341555828587,3.9818792651619517,0.04817678859860067,0.9615753487176434,,
AC003986.3,0.0,,,,,,
AC003988.1,0.052319974,0.16572873993418064,3.981819896634853,0.04162135511810632,0.9668005490688526,,
AC003991.1,1.4670902,-2.1429360999448335,1.0543300495608174,-2.03250974477819,0.04210207827215452,,
AC003991.2,0.057310063,-0.1814385476560972,4.0114420223709075,-0.04523025551516271,0.9639237785072318,,
AC004009.1,0.046361156,0.17403928715612993,3.981745321766804,0.04370929657522751,0.9651361287052121,,
AC004012.1,0.0,,,,,,
AC004014.1,0.0,,,,,,
AC004034.1,0.4354324,-1.959615088608011,1.4259592335483902,-1.374243416294349,0.16936612623747127,,
AC004039.1,1.5375116,-1.4815885988462574,0.9100386253128524,-1.6280502361500513,0.10351423416468722,,
AC004052.1,0.03267468,-0.5615730174965247,3.9392924594839225,-0.14255682289963692,0.8866401994329577,,
AC004053.1,0.15703288,1.1825522132042234,3.081795118392557,0.3837218788966849,0.7011845947395534,,
AC004076.2,0.09343881,0.5372468584455112,3.9600341122361447,0.13566722993255723,0.8920843548750379,,
AC004083.1,1.0684661,0.8273949584528572,0.8157988294711027,1.0142144467028378,0.3104804365912749,,
AC004112.1,1.0013368,-1.8797920891221642,0.9779558755505839,-1.9221645230812188,0.05458505928970803,,
AC004130.2,0.028655032,-0.1485742706453334,4.008635975661061,-0.03706354768739811,0.9704343367775229,,
AC004148.1,0.7785497,0.5419011123471884,1.0651386678580264,0.5087610925222922,0.6109196942928442,,
AC004156.1,0.19034524,0.5360600201081398,1.8107418245347455,0.2960444238072845,0.7671961558061543,,
AC004158.1,0.29654756,-0.6217676693257878,1.5208507293573295,-0.4088288596136782,0.6826652592742168,,
AC004160.1,2.4362845,-0.718203389963558,0.6688027599924412,-1.073864273484271,0.2828835177791259,0.6873787825771387,
AC004217.1,0.028655032,-0.1485742706453334,4.008635975661061,-0.03706354768739811,0.9704343367775229,,
AC004231.1,0.23809291,0.19397315155220424,1.6676979943368753,0.11631191751197947,0.9074053409105329,,
AC004231.3,0.0,,,,,,
AC004232.1,0.034476567,-0.593602826144654,3.939163290879023,-0.1506926172670013,0.8802181972959603,,
AC004233.1,0.0,,,,,,
AC004241.1,0.20668648,0.9796643619528149,1.8394732195589323,0.5325787576226406,0.5943252099837759,,
AC004253.1,1.5366724,-0.3485023933018567,0.651820411599952,-0.5346601411981349,0.5928848882527469,,
AC004257.1,0.06477539,-1.140341950053643,3.364118869059163,-0.33897195504645183,0.7346308573694998,,
AC004263.1,0.042238172,0.19183415558285905,3.9818792651619517,0.04817678859860075,0.9615753487176433,,
AC004263.2,1.1648045,0.846869227488513,0.7675495591546073,1.1033414290814911,0.2698789217068328,,
AC004381.1,0.50698435,-0.9880755134352641,1.442118532867328,-0.685155547838844,0.4932457710435929,,
AC004408.1,0.0,,,,,,
AC004415.1,0.031459242,0.18493473942497257,3.981766839777227,0.04644539644499108,0.9629552544003421,,
AC004448.2,0.30417222,1.5275447612349626,1.515842299375845,1.007720105095323,0.3135888503339944,,
AC004464.1,0.0,,,,,,
AC004466.1,0.0,,,,,,
AC004466.3,0.039436165,0.10892346290285464,3.985452742807931,0.027330260808992344,0.9781963212430107,,
AC004470.1,0.036422633,0.14993918253401503,3.98236890416796,0.037650751636064704,0.9699661426292924,,
AC004471.1,0.0,,,,,,
AC004477.1,0.09403019,-0.2701514207028879,3.9132412367979335,-0.06903520748031962,0.9449615948222667,,
AC004477.2,0.034476567,-0.593602826144654,3.939163290879023,-0.1506926172670013,0.8802181972959603,,
AC004477.3,0.0,,,,,,
AC004492.1,0.07211085,-0.3429654581942803,3.495689151237897,-0.09811097135820245,0.9218441756757451,,
AC004494.1,0.0,,,,,,
AC004522.3,0.21611103,-1.612068663834456,1.6993881235323074,-0.948617117838654,0.3428153816297125,,
AC004522.4,0.0,,,,,,
AC004522.5,0.1993183,-0.14278839027920986,4.008218386185171,-0.03562390481799795,0.971582247128496,,
AC004528.2,0.0,,,,,,
AC004540.1,0.20617872,0.6236636405074814,2.138079778801217,0.29169334404217523,0.7705210987105238,,
AC004542.2,0.07402591,-0.13981110924151174,1.8312193664750263,-0.07634864058402718,0.939141729150813,,
AC004551.1,0.7816351,-0.4594419084896658,1.1404615277439374,-0.40285612211622296,0.6870540718502305,,
AC004554.2,0.12909798,1.0731978293122457,2.4524373667254302,0.43760458223045773,0.6616729489399766,,
AC004556.3,0.0,,,,,,
AC004584.1,0.0,,,,,,
AC004593.1,0.098842785,0.014176257706313282,3.241230298966091,0.00437372738087612,0.9965102815757314,,
AC004593.3,0.023538826,0.09359141804581922,3.9873027387913504,0.02347236319311663,0.9812734833865542,,
AC004594.1,1.2556819,0.8199234315909651,0.9669831201735504,0.8479190737515754,0.3964830412886732,,
AC004596.1,0.15564793,-0.5348616005129062,2.4680921545900487,-0.21671054685628097,0.8284339281216928,,
AC004597.1,0.2932135,-1.8122866217355758,2.0316161642204573,-0.8920418402119579,0.37237050650984826,,
AC004637.1,0.0,,,,,,
AC004672.1,0.15750763,0.12370693720084384,2.1103989283377618,0.0586177975830762,0.9532565346361686,,
AC004687.1,0.3115354,-0.24122474218546605,2.0953109018868608,-0.11512599011833488,0.9083452597302792,,
AC004687.3,0.02514538,-0.6044977218356543,3.93946713605692,-0.1534465705533735,0.8780461217221956,,
AC004691.1,0.0,,,,,,
AC004702.1,0.046771407,-0.3514908991889292,3.915412353314224,-0.0897711064561074,0.9284691091680994,,
AC004704.1,0.3319287,0.3913106281826695,2.9640976118752898,0.13201678197604963,0.8949710178316199,,
AC004765.1,0.184756,-0.14209485520451942,1.7985728068836957,-0.07900422749675652,0.9370292605201288,,
AC004771.3,0.0,,,,,,
AC004771.4,0.08479702,-0.5947677413605864,3.6828481744731305,-0.16149667680657892,0.871702228527775,,
AC004771.5,0.0948907,-0.28794810083458144,3.912884133138278,-0.07358973356658952,0.9413368404161613,,
AC004784.1,0.042238172,0.19183415558285905,3.9818792651619517,0.04817678859860075,0.9615753487176433,,
AC004797.1,4.1384706,-1.7376953891925528,0.5381766626444577,-3.228856823062482,0.00124286101997316,0.042066509964393886,
AC004801.6,0.0,,,,,,
AC004803.1,0.0,,,,,,
AC004812.2,0.06776427,-0.83949050509971,3.3980286514958027,-0.24705221503361033,0.8048678144426328,,
AC004817.1,0.051817697,0.22271632887029016,3.983328461066591,0.055912117478420245,0.9554118175799462,,
AC004817.3,0.0,,,,,,
AC004817.4,0.017107666,-0.14469624292186659,4.008421019862498,-0.03609806509966614,0.9712041651507712,,
